stop_id,stop_name,stop_lat,stop_lon,location_type
14001524,Brekkuás,64.054817,-21.93035,0
14001525,Goðatorg,64.057963,-21.949083,0
14001526,Hjallabraut,64.079085000000006,-21.94997,0
14001527,Hraunbrún,64.074785000000006,-21.952546999999999,0
14001528,Hellisgerði,64.071811999999994,-21.955183000000002,0
14001529,Vesturgata / Pakkhúsið,64.069953,-21.960135,0
14001530,Vesturgata / Norðurbakki,64.069946000000002,-21.963411000000001,0
14001531,Vesturgata / Bungalow,64.070682000000005,-21.965226000000001,0
14001532,Sundhöll Hafnarfjarðar,64.072826000000006,-21.969366999999998,0
14001533,Skjólvangur,64.077607999999998,-21.966408999999999,0
14001534,Hrafnista,64.079139999999995,-21.971700999999999,0
14001535,Hjallabraut / Víðivangur,64.078841999999995,-21.963587,0
14001536,Hjallabraut / Miðvangur,64.079269999999994,-21.958053,0
14001537,Hjallahraun,64.078033000000005,-21.947396000000001,0
14001538,Mávahraun,64.074825000000004,-21.942399999999999,0
14001539,Álfaskeið,64.071306000000007,-21.941305,0
14001540,Sólvangur,64.068838999999997,-21.939605,0
14001541,Flensborg,64.064380999999997,-21.947991999999999,0
14001542,Flensborg,64.064357000000001,-21.948488999999999,0
14001543,Hlíðarbraut,64.062707000000003,-21.953896,0
14001544,Suðurbæjarlaug,64.060473000000002,-21.962541999999999,0
14001545,Strandgata / Flensborgartorg,64.062054000000003,-21.961625000000002,0
14001546,Strandgata / Fjörukráin,64.065841000000006,-21.956042,0
14001547,Ásvallalaug,64.052061,-21.974783,0
14001550,Suðurbraut / Smárabarð,64.060139,-21.966671,0
14001551,Hjallabraut / Miðvangur,64.079561999999996,-21.958359000000002,0
14001552,Hjallabraut / Víðivangur,64.079396000000003,-21.962947,0
14001553,Skjólvangur,64.077691999999999,-21.966353000000002,0
14001554,Sundhöll Hafnarfjarðar,64.072793000000004,-21.969543999999999,0
14001555,Vesturgata / Bungalow,64.070666000000003,-21.965676999999999,0
14001556,Vesturgata / Norðurbakki,64.069818999999995,-21.963072,0
14001558,Suðurbraut / Hvaleyrarbraut,64.056582,-21.977544,0
14001561,Lækjargata,64.067288000000005,-21.947194,0
14001562,Suðurbraut / Melabraut,64.058801000000003,-21.971655999999999,0
14001563,Kaldárselsvegur,64.058817000000005,-21.939937,0
14001564,Kaldárselsvegur,64.058903999999998,-21.940189,0
14001567,Háholt / Akurholt,64.055659000000006,-21.979984000000002,0
14001568,Háholt / Bæjarholt,64.057010000000005,-21.982707000000001,0
14001569,Háholt / Hörgsholt,64.057772,-21.985420000000001,0
14001570,Miklaholt,64.059531000000007,-21.986919,0
14001577,Fjarðarkaup,64.081496000000001,-21.938210999999999,0
14001580,Jófríðarstaðavegur,64.062611000000004,-21.953707999999999,0
14001582,Álfaskeið / Mávahraun,64.074792000000002,-21.942184999999998,0
14001583,Sólvangur,64.068899999999999,-21.939511,0
14001585,Hjallahraun,64.078219000000004,-21.947617000000001,0
14001586,Suðurbraut / Þúfubarð,64.058718999999996,-21.971502000000001,0
14001587,Suðurbæjarlaug,64.060402999999994,-21.962432,0
14001588,Hlíðarberg / 10-11,64.066405000000003,-21.935842000000001,0
14001589,Hlíðarberg / Birkihlíð,64.062641999999997,-21.934570000000001,0
14001590,Hlíðarberg / Engjahlíð,64.060323999999994,-21.932901000000001,0
14001591,Hlíðarberg / Sóleyjarhlíð,64.058767000000003,-21.927344000000002,0
14001592,Hlíðarberg / Móberg,64.060179000000005,-21.923680000000001,0
14001593,Hlíðarberg / Lindarberg,64.062246999999999,-21.925333999999999,0
14001594,Hlíðarberg / Klettaberg,64.064481000000001,-21.927641000000001,0
14001595,Setbergsskóli,64.066092999999995,-21.933593999999999,0
14001596,Hlíðarberg / Hamraberg,64.067181000000005,-21.936015999999999,0
14001597,Lækjargata,64.067344000000006,-21.947980000000001,0
14001600,Strandgata / Fjörukráin,64.065194000000005,-21.956772999999998,0
14001601,Strandgata / Flensborgartorg,64.062178000000003,-21.96172,0
14001602,Kirkjuvellir,64.050652999999997,-21.982216999999999,0
14001603,Daggarvellir,64.048204999999996,-21.980834999999999,0
14001604,Hraunvallaskóli,64.045543255643,-21.979178128346,0
14001605,Haukahús,64.053245000000004,-21.971125000000001,0
14001606,Ástjörn,64.054096000000001,-21.965866999999999,0
14001607,Ásbraut / Álftaás,64.056630999999996,-21.957028000000001,0
14001608,Vörðutorg,64.055724999999995,-21.945865000000001,0
14001609,Ásbraut / Álftaás,64.056764999999999,-21.956983999999999,0
14001610,Ástjörn,64.054939000000005,-21.965700999999999,0
14001611,Suðurhvammur,64.057241000000005,-21.965128,0
14001612,Haukahús,64.053334000000007,-21.971691,0
