service_id,date,exception_type
20180201_MTWTF--_5,20180827,1
20180201_MTWTF--_5,20180828,1
20180201_MTWTF--_5,20180829,1
20180201_MTWTF--_5,20180830,1
20180201_MTWTF--_5,20180831,1
20180201_-----S-_4,20180901,1
20180201_MTWTF--_5,20180903,1
20180201_MTWTF--_6,20180903,1
20180201_MTWTF--_5,20180904,1
20180201_MTWTF--_6,20180904,1
20180201_MTWTF--_5,20180905,1
20180201_MTWTF--_6,20180905,1
20180201_MTWTF--_5,20180906,1
20180201_MTWTF--_6,20180906,1
20180201_MTWTF--_5,20180907,1
20180201_MTWTF--_6,20180907,1
20180201_-----S-_4,20180908,1
20180201_MTWTF--_5,20180910,1
20180201_MTWTF--_6,20180910,1
20180201_MTWTF--_5,20180911,1
20180201_MTWTF--_6,20180911,1
20180201_MTWTF--_5,20180912,1
20180201_MTWTF--_6,20180912,1
20180201_MTWTF--_5,20180913,1
20180201_MTWTF--_6,20180913,1
20180201_MTWTF--_5,20180914,1
20180201_MTWTF--_6,20180914,1
20180201_-----S-_4,20180915,1
20180201_MTWTF--_5,20180917,1
20180201_MTWTF--_6,20180917,1
20180201_MTWTF--_5,20180918,1
20180201_MTWTF--_6,20180918,1
20180201_MTWTF--_5,20180919,1
20180201_MTWTF--_6,20180919,1
20180201_MTWTF--_5,20180920,1
20180201_MTWTF--_6,20180920,1
20180201_MTWTF--_5,20180921,1
20180201_MTWTF--_6,20180921,1
20180201_-----S-_4,20180922,1
20180201_MTWTF--_5,20180924,1
20180201_MTWTF--_6,20180924,1
20180201_MTWTF--_5,20180925,1
20180201_MTWTF--_6,20180925,1
20180201_MTWTF--_5,20180926,1
20180201_MTWTF--_6,20180926,1
20180201_MTWTF--_5,20180927,1
20180201_MTWTF--_6,20180927,1
20180201_MTWTF--_5,20180928,1
20180201_MTWTF--_6,20180928,1
20180201_-----S-_4,20180929,1
20180201_MTWTF--_5,20181001,1
20180201_MTWTF--_6,20181001,1
20180201_MTWTF--_5,20181002,1
20180201_MTWTF--_6,20181002,1
20180201_MTWTF--_5,20181003,1
20180201_MTWTF--_6,20181003,1
20180201_MTWTF--_5,20181004,1
20180201_MTWTF--_6,20181004,1
20180201_MTWTF--_5,20181005,1
20180201_MTWTF--_6,20181005,1
20180201_-----S-_4,20181006,1
20180201_MTWTF--_5,20181008,1
20180201_MTWTF--_6,20181008,1
20180201_MTWTF--_5,20181009,1
20180201_MTWTF--_6,20181009,1
20180201_MTWTF--_5,20181010,1
20180201_MTWTF--_6,20181010,1
20180201_MTWTF--_5,20181011,1
20180201_MTWTF--_6,20181011,1
20180201_MTWTF--_5,20181012,1
20180201_MTWTF--_6,20181012,1
20180201_-----S-_4,20181013,1
20180201_MTWTF--_5,20181015,1
20180201_MTWTF--_6,20181015,1
20180201_MTWTF--_5,20181016,1
20180201_MTWTF--_6,20181016,1
20180201_MTWTF--_5,20181017,1
20180201_MTWTF--_6,20181017,1
20180201_MTWTF--_5,20181018,1
20180201_MTWTF--_6,20181018,1
20180201_MTWTF--_5,20181019,1
20180201_MTWTF--_6,20181019,1
20180201_-----S-_4,20181020,1
20180201_MTWTF--_5,20181022,1
20180201_MTWTF--_6,20181022,1
20180201_MTWTF--_5,20181023,1
20180201_MTWTF--_6,20181023,1
20180201_MTWTF--_5,20181024,1
20180201_MTWTF--_6,20181024,1
20180201_MTWTF--_5,20181025,1
20180201_MTWTF--_6,20181025,1
20180201_MTWTF--_5,20181026,1
20180201_MTWTF--_6,20181026,1
20180201_-----S-_4,20181027,1
20180201_MTWTF--_5,20181029,1
20180201_MTWTF--_6,20181029,1
20180201_MTWTF--_5,20181030,1
20180201_MTWTF--_6,20181030,1
20180201_MTWTF--_5,20181031,1
20180201_MTWTF--_6,20181031,1
20180201_MTWTF--_5,20181101,1
20180201_MTWTF--_6,20181101,1
20180201_MTWTF--_5,20181102,1
20180201_MTWTF--_6,20181102,1
20180201_-----S-_4,20181103,1
20180201_MTWTF--_5,20181105,1
20180201_MTWTF--_6,20181105,1
20180201_MTWTF--_5,20181106,1
20180201_MTWTF--_6,20181106,1
20180201_MTWTF--_5,20181107,1
20180201_MTWTF--_6,20181107,1
20180201_MTWTF--_5,20181108,1
20180201_MTWTF--_6,20181108,1
20180201_MTWTF--_5,20181109,1
20180201_MTWTF--_6,20181109,1
20180201_-----S-_4,20181110,1
20180201_MTWTF--_5,20181112,1
20180201_MTWTF--_6,20181112,1
20180201_MTWTF--_5,20181113,1
20180201_MTWTF--_6,20181113,1
20180201_MTWTF--_5,20181114,1
20180201_MTWTF--_6,20181114,1
20180201_MTWTF--_5,20181115,1
20180201_MTWTF--_6,20181115,1
20180201_MTWTF--_5,20181116,1
20180201_MTWTF--_6,20181116,1
20180201_-----S-_4,20181117,1
20180201_MTWTF--_5,20181119,1
20180201_MTWTF--_6,20181119,1
20180201_MTWTF--_5,20181120,1
20180201_MTWTF--_6,20181120,1
20180201_MTWTF--_5,20181121,1
20180201_MTWTF--_6,20181121,1
20180201_MTWTF--_5,20181122,1
20180201_MTWTF--_6,20181122,1
20180201_MTWTF--_5,20181123,1
20180201_MTWTF--_6,20181123,1
20180201_-----S-_4,20181124,1
20180201_MTWTF--_5,20181126,1
20180201_MTWTF--_6,20181126,1
20180201_MTWTF--_5,20181127,1
20180201_MTWTF--_6,20181127,1
20180201_MTWTF--_5,20181128,1
20180201_MTWTF--_6,20181128,1
20180201_MTWTF--_5,20181129,1
20180201_MTWTF--_6,20181129,1
20180201_MTWTF--_5,20181130,1
20180201_MTWTF--_6,20181130,1
20180201_-----S-_4,20181201,1
20180201_MTWTF--_5,20181203,1
20180201_MTWTF--_6,20181203,1
20180201_MTWTF--_5,20181204,1
20180201_MTWTF--_6,20181204,1
20180201_MTWTF--_5,20181205,1
20180201_MTWTF--_6,20181205,1
20180201_MTWTF--_5,20181206,1
20180201_MTWTF--_6,20181206,1
20180201_MTWTF--_5,20181207,1
20180201_MTWTF--_6,20181207,1
20180201_-----S-_4,20181208,1
20180201_MTWTF--_5,20181210,1
20180201_MTWTF--_6,20181210,1
20180201_MTWTF--_5,20181211,1
20180201_MTWTF--_6,20181211,1
20180201_MTWTF--_5,20181212,1
20180201_MTWTF--_6,20181212,1
20180201_MTWTF--_5,20181213,1
20180201_MTWTF--_6,20181213,1
20180201_MTWTF--_5,20181214,1
20180201_MTWTF--_6,20181214,1
20180201_-----S-_4,20181215,1
20180201_MTWTF--_5,20181217,1
20180201_MTWTF--_6,20181217,1
20180201_MTWTF--_5,20181218,1
20180201_MTWTF--_6,20181218,1
20180201_MTWTF--_5,20181219,1
20180201_MTWTF--_6,20181219,1
20180201_MTWTF--_5,20181220,1
20180201_MTWTF--_6,20181220,1
20180201_MTWTF--_5,20181221,1
20180201_MTWTF--_6,20181221,1
20180201_-----S-_4,20181222,1
20180201_MTWTF--_5,20181224,1
20180201_MTWTF--_5,20181227,1
20180201_MTWTF--_5,20181228,1
20180201_-----S-_4,20181229,1
20180201_MTWTF--_5,20181231,1
20180201_MTWTF--_5,20190102,1
20180201_MTWTF--_6,20190102,1
20180201_MTWTF--_5,20190103,1
20180201_MTWTF--_6,20190103,1
20180201_MTWTF--_5,20190104,1
20180201_MTWTF--_6,20190104,1
20180201_-----S-_4,20190105,1
20180201_MTWTF--_5,20190107,1
20180201_MTWTF--_6,20190107,1
20180201_MTWTF--_5,20190108,1
20180201_MTWTF--_6,20190108,1
20180201_MTWTF--_5,20190109,1
20180201_MTWTF--_6,20190109,1
20180201_MTWTF--_5,20190110,1
20180201_MTWTF--_6,20190110,1
20180201_MTWTF--_5,20190111,1
20180201_MTWTF--_6,20190111,1
20180201_-----S-_4,20190112,1
20180201_MTWTF--_5,20190114,1
20180201_MTWTF--_6,20190114,1
20180201_MTWTF--_5,20190115,1
20180201_MTWTF--_6,20190115,1
20180201_MTWTF--_5,20190116,1
20180201_MTWTF--_6,20190116,1
20180201_MTWTF--_5,20190117,1
20180201_MTWTF--_6,20190117,1
20180201_MTWTF--_5,20190118,1
20180201_MTWTF--_6,20190118,1
20180201_-----S-_4,20190119,1
20180201_MTWTF--_5,20190121,1
20180201_MTWTF--_6,20190121,1
20180201_MTWTF--_5,20190122,1
20180201_MTWTF--_6,20190122,1
20180201_MTWTF--_5,20190123,1
20180201_MTWTF--_6,20190123,1
20180201_MTWTF--_5,20190124,1
20180201_MTWTF--_6,20190124,1
20180201_MTWTF--_5,20190125,1
20180201_MTWTF--_6,20190125,1
20180201_-----S-_4,20190126,1
20180201_MTWTF--_5,20190128,1
20180201_MTWTF--_6,20190128,1
20180201_MTWTF--_5,20190129,1
20180201_MTWTF--_6,20190129,1
20180201_MTWTF--_5,20190130,1
20180201_MTWTF--_6,20190130,1
20180201_MTWTF--_5,20190131,1
20180201_MTWTF--_6,20190131,1
20180201_MTWTF--_5,20190201,1
20180201_MTWTF--_6,20190201,1
20180201_-----S-_4,20190202,1
20180201_MTWTF--_5,20190204,1
20180201_MTWTF--_6,20190204,1
20180201_MTWTF--_5,20190205,1
20180201_MTWTF--_6,20190205,1
20180201_MTWTF--_5,20190206,1
20180201_MTWTF--_6,20190206,1
20180201_MTWTF--_5,20190207,1
20180201_MTWTF--_6,20190207,1
20180201_MTWTF--_5,20190208,1
20180201_MTWTF--_6,20190208,1
20180201_-----S-_4,20190209,1
20180201_MTWTF--_5,20190211,1
20180201_MTWTF--_6,20190211,1
20180201_MTWTF--_5,20190212,1
20180201_MTWTF--_6,20190212,1
20180201_MTWTF--_5,20190213,1
20180201_MTWTF--_6,20190213,1
20180201_MTWTF--_5,20190214,1
20180201_MTWTF--_6,20190214,1
20180201_MTWTF--_5,20190215,1
20180201_MTWTF--_6,20190215,1
20180201_-----S-_4,20190216,1
20180201_MTWTF--_5,20190218,1
20180201_MTWTF--_6,20190218,1
20180201_MTWTF--_5,20190219,1
20180201_MTWTF--_6,20190219,1
20180201_MTWTF--_5,20190220,1
20180201_MTWTF--_6,20190220,1
20180201_MTWTF--_5,20190221,1
20180201_MTWTF--_6,20190221,1
20180201_MTWTF--_5,20190222,1
20180201_MTWTF--_6,20190222,1
20180201_-----S-_4,20190223,1
20180201_MTWTF--_5,20190225,1
20180201_MTWTF--_6,20190225,1
20180201_MTWTF--_5,20190226,1
20180201_MTWTF--_6,20190226,1
20180201_MTWTF--_5,20190227,1
20180201_MTWTF--_6,20190227,1
20180201_MTWTF--_5,20190228,1
20180201_MTWTF--_6,20190228,1
20180201_MTWTF--_5,20190301,1
20180201_MTWTF--_6,20190301,1
20180201_-----S-_4,20190302,1
20180201_MTWTF--_5,20190304,1
20180201_MTWTF--_6,20190304,1
20180201_MTWTF--_5,20190305,1
20180201_MTWTF--_6,20190305,1
20180201_MTWTF--_5,20190306,1
20180201_MTWTF--_6,20190306,1
20180201_MTWTF--_5,20190307,1
20180201_MTWTF--_6,20190307,1
20180201_MTWTF--_5,20190308,1
20180201_MTWTF--_6,20190308,1
20180201_-----S-_4,20190309,1
20180201_MTWTF--_5,20190311,1
20180201_MTWTF--_6,20190311,1
20180201_MTWTF--_5,20190312,1
20180201_MTWTF--_6,20190312,1
20180201_MTWTF--_5,20190313,1
20180201_MTWTF--_6,20190313,1
20180201_MTWTF--_5,20190314,1
20180201_MTWTF--_6,20190314,1
20180201_MTWTF--_5,20190315,1
20180201_MTWTF--_6,20190315,1
20180201_-----S-_4,20190316,1
20180201_MTWTF--_5,20190318,1
20180201_MTWTF--_6,20190318,1
20180201_MTWTF--_5,20190319,1
20180201_MTWTF--_6,20190319,1
20180201_MTWTF--_5,20190320,1
20180201_MTWTF--_6,20190320,1
20180201_MTWTF--_5,20190321,1
20180201_MTWTF--_6,20190321,1
20180201_MTWTF--_5,20190322,1
20180201_MTWTF--_6,20190322,1
20180201_-----S-_4,20190323,1
20180201_MTWTF--_5,20190325,1
20180201_MTWTF--_6,20190325,1
20180201_MTWTF--_5,20190326,1
20180201_MTWTF--_6,20190326,1
20180201_MTWTF--_5,20190327,1
20180201_MTWTF--_6,20190327,1
20180201_MTWTF--_5,20190328,1
20180201_MTWTF--_6,20190328,1
20180201_MTWTF--_5,20190329,1
20180201_MTWTF--_6,20190329,1
20180201_-----S-_4,20190330,1
20180201_MTWTF--_5,20190401,1
20180201_MTWTF--_6,20190401,1
20180201_MTWTF--_5,20190402,1
20180201_MTWTF--_6,20190402,1
20180201_MTWTF--_5,20190403,1
20180201_MTWTF--_6,20190403,1
20180201_MTWTF--_5,20190404,1
20180201_MTWTF--_6,20190404,1
20180201_MTWTF--_5,20190405,1
20180201_MTWTF--_6,20190405,1
20180201_-----S-_4,20190406,1
20180201_MTWTF--_5,20190408,1
20180201_MTWTF--_6,20190408,1
20180201_MTWTF--_5,20190409,1
20180201_MTWTF--_6,20190409,1
20180201_MTWTF--_5,20190410,1
20180201_MTWTF--_6,20190410,1
20180201_MTWTF--_5,20190411,1
20180201_MTWTF--_6,20190411,1
20180201_MTWTF--_5,20190412,1
20180201_MTWTF--_6,20190412,1
20180201_-----S-_4,20190413,1
20180201_MTWTF--_5,20190415,1
20180201_MTWTF--_6,20190415,1
20180201_MTWTF--_5,20190416,1
20180201_MTWTF--_6,20190416,1
20180201_MTWTF--_5,20190417,1
20180201_MTWTF--_6,20190417,1
20180201_-----S-_4,20190420,1
20180201_MTWTF--_5,20190423,1
20180201_MTWTF--_6,20190423,1
20180201_MTWTF--_5,20190424,1
20180201_MTWTF--_6,20190424,1
20180201_MTWTF--_5,20190426,1
20180201_MTWTF--_6,20190426,1
20180201_-----S-_4,20190427,1
20180201_MTWTF--_5,20190429,1
20180201_MTWTF--_6,20190429,1
20180201_MTWTF--_5,20190430,1
20180201_MTWTF--_6,20190430,1
20180201_MTWTF--_5,20190501,1
20180201_MTWTF--_6,20190501,1
20180201_MTWTF--_5,20190502,1
20180201_MTWTF--_6,20190502,1
20180201_MTWTF--_5,20190503,1
20180201_MTWTF--_6,20190503,1
20180201_-----S-_4,20190504,1
20180201_MTWTF--_5,20190506,1
20180201_MTWTF--_6,20190506,1
20180201_MTWTF--_5,20190507,1
20180201_MTWTF--_6,20190507,1
20180201_MTWTF--_5,20190508,1
20180201_MTWTF--_6,20190508,1
20180201_MTWTF--_5,20190509,1
20180201_MTWTF--_6,20190509,1
20180201_MTWTF--_5,20190510,1
20180201_MTWTF--_6,20190510,1
20180201_-----S-_4,20190511,1
20180201_MTWTF--_5,20190513,1
20180201_MTWTF--_6,20190513,1
20180201_MTWTF--_5,20190514,1
20180201_MTWTF--_6,20190514,1
20180201_MTWTF--_5,20190515,1
20180201_MTWTF--_6,20190515,1
20180201_MTWTF--_5,20190516,1
20180201_MTWTF--_6,20190516,1
20180201_MTWTF--_5,20190517,1
20180201_MTWTF--_6,20190517,1
20180201_-----S-_4,20190518,1
20180201_MTWTF--_5,20190520,1
20180201_MTWTF--_6,20190520,1
20180201_MTWTF--_5,20190521,1
20180201_MTWTF--_6,20190521,1
20180201_MTWTF--_5,20190522,1
20180201_MTWTF--_6,20190522,1
20180201_MTWTF--_5,20190523,1
20180201_MTWTF--_6,20190523,1
20180201_MTWTF--_5,20190524,1
20180201_MTWTF--_6,20190524,1
20180201_-----S-_4,20190525,1
20180201_MTWTF--_5,20190527,1
20180201_MTWTF--_6,20190527,1
20180201_MTWTF--_5,20190528,1
20180201_MTWTF--_6,20190528,1
20180201_MTWTF--_5,20190529,1
20180201_MTWTF--_6,20190529,1
20180201_MTWTF--_5,20190530,1
20180201_MTWTF--_6,20190530,1
20180201_MTWTF--_5,20190531,1
20180201_MTWTF--_6,20190531,1
20180201_-----S-_4,20190601,1
20180201_MTWTF--_5,20190603,1
20180201_MTWTF--_6,20190603,1
20180201_MTWTF--_5,20190604,1
20180201_MTWTF--_6,20190604,1
20180201_MTWTF--_5,20190605,1
20180201_MTWTF--_6,20190605,1
20180201_MTWTF--_5,20190606,1
20180201_MTWTF--_6,20190606,1
20180201_MTWTF--_5,20190607,1
20180201_MTWTF--_6,20190607,1
20180201_-----S-_4,20190608,1
20180201_MTWTF--_5,20190611,1
20180201_MTWTF--_6,20190611,1
20180201_MTWTF--_5,20190612,1
20180201_MTWTF--_6,20190612,1
20180201_MTWTF--_5,20190613,1
20180201_MTWTF--_6,20190613,1
20180201_MTWTF--_5,20190614,1
20180201_MTWTF--_6,20190614,1
20180201_-----S-_4,20190615,1
20180201_MTWTF--_5,20190618,1
20180201_MTWTF--_6,20190618,1
20180201_MTWTF--_5,20190619,1
20180201_MTWTF--_6,20190619,1
20180201_MTWTF--_5,20190620,1
20180201_MTWTF--_6,20190620,1
20180201_MTWTF--_5,20190621,1
20180201_MTWTF--_6,20190621,1
20180201_-----S-_4,20190622,1
20180201_MTWTF--_5,20190624,1
20180201_MTWTF--_6,20190624,1
20180201_MTWTF--_5,20190625,1
20180201_MTWTF--_6,20190625,1
20180201_MTWTF--_5,20190626,1
20180201_MTWTF--_6,20190626,1
20180201_MTWTF--_5,20190627,1
20180201_MTWTF--_6,20190627,1
20180201_MTWTF--_5,20190628,1
20180201_MTWTF--_6,20190628,1
20180201_-----S-_4,20190629,1
20180201_MTWTF--_5,20190701,1
20180201_MTWTF--_6,20190701,1
20180201_MTWTF--_5,20190702,1
20180201_MTWTF--_6,20190702,1
20180201_MTWTF--_5,20190703,1
20180201_MTWTF--_6,20190703,1
20180201_MTWTF--_5,20190704,1
20180201_MTWTF--_6,20190704,1
20180201_MTWTF--_5,20190705,1
20180201_MTWTF--_6,20190705,1
20180201_-----S-_4,20190706,1
20180201_MTWTF--_5,20190708,1
20180201_MTWTF--_6,20190708,1
20180201_MTWTF--_5,20190709,1
20180201_MTWTF--_6,20190709,1
20180201_MTWTF--_5,20190710,1
20180201_MTWTF--_6,20190710,1
20180201_MTWTF--_5,20190711,1
20180201_MTWTF--_6,20190711,1
20180201_MTWTF--_5,20190712,1
20180201_MTWTF--_6,20190712,1
20180201_-----S-_4,20190713,1
20180201_MTWTF--_5,20190715,1
20180201_MTWTF--_6,20190715,1
20180201_MTWTF--_5,20190716,1
20180201_MTWTF--_6,20190716,1
20180201_MTWTF--_5,20190717,1
20180201_MTWTF--_6,20190717,1
20180201_MTWTF--_5,20190718,1
20180201_MTWTF--_6,20190718,1
20180201_MTWTF--_5,20190719,1
